repo,issue_number,issue_title,issue_created_at,issue_closed_at,resolution_days,resolution_hours,resolution_minutes
microsoft/autogen,1436,[Bug]: CI fails for the latest version 8.0.0 of pytest,2024-01-27 23:15:50,2024-01-28 00:54:48,0.06872685185185186,1.6494444444444445,98.96666666666667
microsoft/autogen,3129,[Bug]: AutoGen.NET middelware overview documentation contains errors in the example code.,2024-07-13 18:46:07,2024-07-13 20:25:09,0.06877314814814815,1.6505555555555556,99.03333333333333
run-llama/llama_index,13846,[Question]: SmartPDFLoader does not work as a file_extractor,2024-05-30 17:58:10,2024-05-30 19:37:43,0.06913194444444444,1.6591666666666667,99.55
run-llama/llama_index,9941,[Documentation]: ollama example requires timeout setting,2024-01-09 21:34:38,2024-01-09 23:15:14,0.06986111111111111,1.6766666666666667,100.6
run-llama/llama_index,15618,[Bug]: Pydantic issue with Gemini LLM,2024-08-24 14:52:14,2024-08-24 16:33:04,0.07002314814814815,1.6805555555555556,100.83333333333333
run-llama/llama_index,16697,[Bug]: Missing Mistral large 2 model ID in Bedrock and Bedrock-Converse,2024-10-25 14:04:08,2024-10-25 15:45:42,0.0705324074074074,1.6927777777777777,101.56666666666666
deepset-ai/haystack,6251,Transformers imports in TGI Generators are not lazily imported,2023-11-07 21:27:51,2023-11-07 23:09:43,0.07074074074074074,1.6977777777777778,101.86666666666666
deepset-ai/haystack,8116,docs: clean up docstrings of TextFileToDocument,2024-07-30 07:28:38,2024-07-30 09:10:37,0.07082175925925926,1.6997222222222221,101.98333333333333
run-llama/llama_index,16370,"[Feature Request]: Banish ""Stared at the Code"" and Enforce Unit Testing Requirements for Integration PRs",2024-10-04 16:17:07,2024-10-04 17:59:34,0.07114583333333334,1.7075,102.45
crewAIInc/crewAI,1445,[BUG],2024-10-14 18:47:14,2024-10-14 20:30:07,0.07144675925925927,1.7147222222222223,102.88333333333334
run-llama/llama_index,11022,[Bug]: Unable to import MetadataReplacementPostProcessor,2024-02-20 13:18:28,2024-02-20 15:01:27,0.0715162037037037,1.716388888888889,102.98333333333333
run-llama/llama_index,18963,[Bug]: installing llama-index-storage-kvstore-postgres builds psycopg2,2025-06-04 12:43:51,2025-06-04 14:27:03,0.07166666666666667,1.72,103.2
langchain-ai/langchain,1087,Qdrant Wrapper issue: _document_from_score_point exposes incorrect key for content,2023-02-16 13:18:41,2023-02-16 15:06:04,0.07457175925925925,1.7897222222222222,107.38333333333334
deepset-ai/haystack,9013,Remove v1 Tutorials & Cookbooks from the website,2025-03-11 10:54:15,2025-03-11 12:42:04,0.07487268518518518,1.7969444444444445,107.81666666666666
microsoft/autogen,4052,`model_usage` should be renamed to avoid Pydantic warning.,2024-11-04 15:38:03,2024-11-04 17:25:55,0.07490740740740741,1.7977777777777777,107.86666666666666
langchain-ai/langchain,20217,Request for langchain-together release,2024-04-09 17:34:41,2024-04-09 19:23:53,0.07583333333333334,1.82,109.2
run-llama/llama_index,17779,[Bug]: Embedding finetuning example notebook fails because of missing dependencies,2025-02-11 02:59:34,2025-02-11 04:49:13,0.07614583333333333,1.8275,109.65
microsoft/semantic-kernel,9606,Python: Bug: Process Framework typing type hint error when data passed in event contains datetime,2024-11-07 14:32:08,2024-11-07 16:23:27,0.07730324074074074,1.8552777777777778,111.31666666666666
run-llama/llama_index,15831,[Bug]: AssertionError in PropertyGraph Retrieval using v0.11.4,2024-09-04 14:55:48,2024-09-04 16:47:13,0.07737268518518518,1.8569444444444445,111.41666666666667
run-llama/llama_index,19726,[Bug]: Core test file references wrong package in import,2025-08-22 18:14:50,2025-08-22 20:06:22,0.0774537037037037,1.8588888888888888,111.53333333333333
run-llama/llama_index,11698,[Bug]: CondenseQuestionChatEngine fails if no node matches the query,2024-03-06 16:19:10,2024-03-06 18:10:44,0.07747685185185185,1.8594444444444445,111.56666666666666
microsoft/autogen,5580,intermittent bug: Exception thrown: 'System.InvalidOperationException' in Orleans.Runtime.dll: 'Activation access violation. A non-activation thread attempted to access activation services.',2025-02-17 21:54:36,2025-02-17 23:46:23,0.07762731481481482,1.8630555555555555,111.78333333333333
run-llama/llama_index,10756,[Bug]: Installs wrong CLIP library,2024-02-15 17:35:02,2024-02-15 19:27:05,0.0778125,1.8675,112.05
microsoft/autogen,1382,[Bug]: Tests requiring docker not skipped when already running in a container,2024-01-23 21:49:23,2024-01-23 23:42:32,0.07857638888888889,1.8858333333333333,113.15
microsoft/autogen,3245,[.Net][Feature Request]: Bump version and add release note for v0.0.17,2024-07-29 16:42:58,2024-07-29 18:36:47,0.07903935185185185,1.8969444444444445,113.81666666666666
run-llama/llama_index,16278,[Bug]: Anthropic LLM complete no longer work for llama-index-llms-anthropic == 0.3.3,2024-09-29 04:01:54,2024-09-29 05:55:45,0.0790625,1.8975,113.85
run-llama/llama_index,9597,"[Bug]: azure_openai.py does not propagate ""max_retries"" and ""timeout"" in ""_get_credential_kwargs""",2023-12-19 00:23:07,2023-12-19 02:17:01,0.07909722222222222,1.8983333333333334,113.9
microsoft/semantic-kernel,9466,.Net: Update Azure AI Inference Connector to Beta.2,2024-10-30 10:24:05,2024-10-30 12:18:09,0.07921296296296296,1.9011111111111112,114.06666666666666
run-llama/llama_index,14631,[Bug]: Promptlayer callback integration does fails on exception,2024-07-08 14:26:44,2024-07-08 16:20:59,0.07934027777777777,1.9041666666666666,114.25
run-llama/llama_index,10946,"[Bug]: llama-index-readers-github, GithubRepositoryReader no longer supports include filter for specific types of files",2024-02-18 18:23:37,2024-02-18 20:18:36,0.07984953703703704,1.916388888888889,114.98333333333333
microsoft/autogen,5929,Dockerfile for AutoGen Studio fails to build due to UID conflict,2025-03-13 21:12:36,2025-03-13 23:08:20,0.08037037037037037,1.9288888888888889,115.73333333333333
deepset-ai/haystack,7695,Pipeline - `include_outputs_from` parameter of `run` method has unexpected behavior,2024-05-14 08:32:22,2024-05-14 10:29:42,0.08148148148148149,1.9555555555555555,117.33333333333333
run-llama/llama_index,12373,[Bug]: dependency of SelfRAGPack overwrite llama-index-core files,2024-03-28 14:13:17,2024-03-28 16:11:53,0.08236111111111111,1.9766666666666666,118.6
letta-ai/letta,265,[BUG] incorrect function tool desciption on recall_memory_search and many others,2023-11-03 03:33:57,2023-11-03 05:33:26,0.08297453703703704,1.9913888888888889,119.48333333333333
microsoft/autogen,5222,Bug in structured outputs with OpenAIChatCompletionClient,2025-01-27 19:16:51,2025-01-27 21:16:48,0.08329861111111111,1.9991666666666668,119.95
letta-ai/letta,568,OpenAI API Key not being passed in to config in openai_tools.py,2023-12-04 18:48:57,2023-12-04 20:49:09,0.08347222222222223,2.0033333333333334,120.2
run-llama/llama_index,9114,[Bug]: CustomRetriever object has no attribute 'callback_manager',2023-11-23 17:08:31,2023-11-23 19:08:55,0.08361111111111111,2.006666666666667,120.4
run-llama/llama_index,10795,[Bug]:  custome retrieval documentation,2024-02-16 14:08:24,2024-02-16 16:08:58,0.08372685185185186,2.0094444444444446,120.56666666666666
langchain-ai/langchain,22430,RecursiveCharacterTextSplitter.from_language(language=Language.C) ValueError: Language Language.C is not supported! :bug: ,2024-06-03 13:42:36,2024-06-03 15:43:36,0.08402777777777778,2.0166666666666666,121.0
run-llama/llama_index,13757,[Bug]: QueryTransformComponent is internally calling method `self._query_transform` which doesn't exist,2024-05-27 15:30:08,2024-05-27 17:31:47,0.08447916666666666,2.0275,121.65
deepset-ai/haystack,8151,Clean up HuggingFaceAPIChatGenerator docstrings,2024-08-02 07:30:00,2024-08-02 09:32:00,0.08472222222222223,2.033333333333333,122.0
deepset-ai/haystack,903,wrong top_k parameter usage in RAG Tutorials,2021-03-18 14:57:15,2021-03-18 17:00:22,0.08549768518518519,2.0519444444444446,123.11666666666666
run-llama/llama_index,17731,[Bug]: Azure OpenAI Integration - Unknown 'reasoning_effort' parameter error,2025-02-06 14:46:45,2025-02-06 16:50:56,0.08623842592592593,2.069722222222222,124.18333333333334
deepset-ai/haystack,7307,Use `Secret` in `ExtractiveReader` for passing authentication secrets,2024-03-05 10:00:43,2024-03-05 12:04:55,0.08625,2.07,124.2
microsoft/autogen,6953,Redis cache doesn't handle streaming,2025-08-19 16:09:52,2025-08-19 18:15:47,0.08744212962962963,2.098611111111111,125.91666666666667
deepset-ai/haystack,8157,Clean up HuggingFaceLocalGenerator docstrings,2024-08-02 10:22:07,2024-08-02 12:29:01,0.088125,2.115,126.9
langchain-ai/langchain,5465,Google BigQuery Loader doesn't take credentials,2023-05-30 21:18:13,2023-05-30 23:25:25,0.08833333333333333,2.12,127.2
microsoft/autogen,336,Typo Correction,2023-10-21 16:46:57,2023-10-21 18:54:19,0.08844907407407407,2.122777777777778,127.36666666666666
microsoft/semantic-kernel,1601,Fix HttpClient usage for gRPC skills,2023-06-20 14:07:17,2023-06-20 16:16:55,0.09002314814814814,2.1605555555555553,129.63333333333333
microsoft/autogen,2735,[.Net][Bug]: AutoGen.Mistral - Tool call id has to be defined in serving mode,2024-05-21 03:42:40,2024-05-21 05:52:19,0.09003472222222222,2.160833333333333,129.65
deepset-ai/haystack,2839,Annotation Tool healthcheck is broken,2022-07-18 14:21:38,2022-07-18 16:31:23,0.09010416666666667,2.1625,129.75
microsoft/autogen,3143,[.Net][Bug]: AutoGen.WebAPI not released,2024-07-15 19:41:16,2024-07-15 21:51:16,0.09027777777777778,2.1666666666666665,130.0
run-llama/llama_index,17151,[Bug]: TypeError: unsupported operand type(s) for +: 'NoneType' and 'NoneType',2024-12-05 02:01:15,2024-12-05 04:12:06,0.09086805555555555,2.180833333333333,130.85
microsoft/semantic-kernel,6040,.Net: Step4 agent example fails when run.,2024-04-29 18:35:34,2024-04-29 20:47:03,0.09130787037037037,2.191388888888889,131.48333333333332
deepset-ai/haystack,7304,`MetaFieldRanker` - the `weight` parameter passed in the `run` method is not taken into account,2024-03-05 09:01:58,2024-03-05 11:13:57,0.0916550925925926,2.1997222222222224,131.98333333333332
run-llama/llama_index,15600,[Bug]:  Gemini not working with llama-index,2024-08-23 18:42:43,2024-08-23 20:57:09,0.09335648148148148,2.2405555555555554,134.43333333333334
langchain-ai/langchain,3664,import error when importing `from langchain import OpenAI` on 0.0.151,2023-04-27 16:24:30,2023-04-27 18:39:02,0.09342592592592593,2.2422222222222223,134.53333333333333
langchain-ai/langchain,23174,MoonshotChat fails when setting the moonshot_api_key through the OS environment.,2024-06-19 14:13:12,2024-06-19 16:28:25,0.09390046296296296,2.2536111111111112,135.21666666666667
run-llama/llama_index,11693,"[Bug]:  use Neo4jGraphStore , _extract_rel_text_keywords occurs ""out of index""",2024-03-06 14:25:25,2024-03-06 16:41:33,0.09453703703703703,2.2688888888888887,136.13333333333333
deepset-ai/haystack,8662,`HuggingFaceLocalChatGenerator` does not work properly with the new `ChatMessage`,2024-12-19 11:55:32,2024-12-19 14:12:14,0.09493055555555556,2.2783333333333333,136.7
run-llama/llama_index,16213,[Bug]: 0.3.5 Release of Vertex llm extension fails on initialization,2024-09-25 15:24:29,2024-09-25 17:42:02,0.09552083333333333,2.2925,137.55
run-llama/llama_index,18400,[Feature Request]: IBM WatsonxLLM doesn't support `persistent_connection` configurable,2025-04-08 18:06:59,2025-04-08 20:25:48,0.09640046296296297,2.3136111111111113,138.81666666666666
deepset-ai/haystack,5672,chore: port preview components to Canals 0.7.0,2023-08-29 13:55:44,2023-08-29 16:15:09,0.09681712962962963,2.323611111111111,139.41666666666666
deepset-ai/haystack,1964,Fix multiprocessing sharing_strategy for Windows,2022-01-05 15:01:22,2022-01-05 17:22:10,0.09777777777777778,2.3466666666666667,140.8
deepset-ai/haystack,8114,docs: clean up docstrings of PyPDFToDocument,2024-07-30 06:47:44,2024-07-30 09:08:46,0.09793981481481481,2.3505555555555557,141.03333333333333
run-llama/llama_index,9943,[Bug]:  Issue with pip install llama-index,2024-01-09 21:42:45,2024-01-10 00:03:51,0.09798611111111111,2.3516666666666666,141.1
run-llama/llama_index,11541,[Bug]: Variable missing when running migration tool (LLAMA_HUB_URL),2024-03-01 15:23:47,2024-03-01 17:45:15,0.09824074074074074,2.3577777777777778,141.46666666666667
run-llama/llama_index,9039,[Feature Request]: loosening `dataclasses-json` pinning to allow 0.6,2023-11-20 22:54:33,2023-11-21 01:16:02,0.09825231481481482,2.3580555555555556,141.48333333333332
run-llama/llama_index,19305,[Bug]: FunctionTool.from_defaults broken with new Context typing,2025-07-02 22:46:44,2025-07-03 01:08:22,0.09835648148148148,2.3605555555555555,141.63333333333333
deepset-ai/haystack,581,Whitespace removal during preprocessing,2020-11-13 10:51:44,2020-11-13 13:14:25,0.09908564814814814,2.3780555555555556,142.68333333333334
run-llama/llama_index,8959,[Bug]: Pydantic compatibility layer is not used everywhere in the codebase,2023-11-16 17:09:12,2023-11-16 19:32:05,0.09922453703703704,2.381388888888889,142.88333333333333
crewAIInc/crewAI,2839,[BUG]ImportError: cannot import name 'EventHandler' from 'crewai.utilities.events',2025-05-15 09:45:36,2025-05-15 12:10:24,0.10055555555555555,2.4133333333333336,144.8
run-llama/llama_index,9038,[Bug]: `pandas` no longer provides `jinja` extra,2023-11-20 22:50:38,2023-11-21 01:16:02,0.10097222222222223,2.4233333333333333,145.4
microsoft/autogen,6584,"Latest Anthropic models (Claude Sonnet 4, Claude Opus 4) are missing",2025-05-23 16:49:26,2025-05-23 19:15:14,0.10125,2.43,145.8
microsoft/semantic-kernel,3541,.Net: Ensure the correct cancellation token is used when running REST API and GRPC endpoints,2023-11-17 19:39:55,2023-11-17 22:06:58,0.10211805555555556,2.450833333333333,147.05
run-llama/llama_index,15985,[Bug]: FunctionCallingAgentWorker throws a ValueError when using system_prompt with FunctionCallingAgent,2024-09-12 19:32:05,2024-09-12 21:59:30,0.10237268518518519,2.4569444444444444,147.41666666666666
microsoft/semantic-kernel,9605,Python: ProcessStepEdgeBuilder.send_event_to handles ProcessStepBuilder but type is only ProcessFunctionTargetBuilder,2024-11-07 13:53:46,2024-11-07 16:23:26,0.10393518518518519,2.4944444444444445,149.66666666666666
run-llama/llama_index,15883,[Bug]: ReActAgent.astream_chat() throws AssertionError after updating to the lastest version,2024-09-06 16:48:26,2024-09-06 19:19:00,0.10456018518518519,2.5094444444444446,150.56666666666666
microsoft/semantic-kernel,12177,Python: Bug: Azure AI agent stuck in an infinite loop when tools not found,2025-05-19 21:19:05,2025-05-19 23:50:46,0.10533564814814815,2.5280555555555555,151.68333333333334
run-llama/llama_index,18875,[Bug]: Incorrect token counting for Google GenAI,2025-05-28 10:01:19,2025-05-28 12:33:28,0.10565972222222222,2.535833333333333,152.15
run-llama/llama_index,15805,[Bug]: Document id expects a string but int is being passed,2024-09-03 14:59:33,2024-09-03 17:33:25,0.10685185185185185,2.5644444444444443,153.86666666666667
letta-ai/letta,579,Allow passing no-verify to AutoGen constructor,2023-12-05 18:54:28,2023-12-05 21:28:34,0.1070138888888889,2.5683333333333334,154.1
run-llama/llama_index,12350,[Bug]: Compatibility Issue Between Cohere Rerank and Cohere Embeddings,2024-03-28 00:46:10,2024-03-28 03:21:28,0.10784722222222222,2.5883333333333334,155.3
run-llama/llama_index,11708,[Bug]: OpenAIAgent function not called in stream mode after a tools_call type response,2024-03-06 18:48:26,2024-03-06 21:24:17,0.10822916666666667,2.5975,155.85
run-llama/llama_index,19214,[Documentation]: The environment variable used in azure openai llm sample is wrong,2025-06-25 13:43:52,2025-06-25 16:20:05,0.1084837962962963,2.6036111111111113,156.21666666666667
run-llama/llama_index,13842,[Bug]: Graph Index with Azure OpenAI is impossible to query,2024-05-30 16:36:27,2024-05-30 19:13:20,0.10894675925925926,2.6147222222222224,156.88333333333333
microsoft/semantic-kernel,6466,Python: Kernel Function Decorator loses the types of arguments during parsing,2024-05-31 13:33:32,2024-05-31 16:13:25,0.1110300925925926,2.664722222222222,159.88333333333333
langchain-ai/langchain,21196,ChatMistralAI with chat history : Assistant message must have either content or tool_calls error,2024-05-02 14:39:44,2024-05-02 17:20:15,0.1114699074074074,2.6752777777777776,160.51666666666668
run-llama/llama_index,15523,[Bug]: Incorrect type in OpenAI token usage report,2024-08-20 17:36:38,2024-08-20 20:17:25,0.1116550925925926,2.6797222222222223,160.78333333333333
langchain-ai/langchain,1073,How to control the number of parallel jobs in the MapReduce chain?,2023-02-16 05:12:29,2023-02-16 07:53:58,0.1121412037037037,2.691388888888889,161.48333333333332
microsoft/autogen,5915,Deadlock in logically recurrent calls to SendMessageAsync,2025-03-12 16:15:31,2025-03-12 18:58:09,0.11293981481481481,2.7105555555555556,162.63333333333333
run-llama/llama_index,9705,[Bug]: Qdrant search throws an error when hybrid search is used but filter produces 0 results,2023-12-26 14:16:56,2023-12-26 17:02:14,0.11479166666666667,2.755,165.3
microsoft/autogen,3823,Fix code scanning alert - Weak hashes,2024-10-17 14:46:34,2024-10-17 17:33:19,0.11579861111111112,2.779166666666667,166.75
microsoft/autogen,3822,Fix code scanning alert - Weak hashes,2024-10-17 14:45:54,2024-10-17 17:33:19,0.11626157407407407,2.790277777777778,167.41666666666666
run-llama/llama_index,18186,[Bug]: AzureOpenAIEmbeddings retrying request,2025-03-19 14:42:08,2025-03-19 17:29:35,0.11628472222222222,2.7908333333333335,167.45
microsoft/semantic-kernel,1793,Smeantic-Kernal NuGets fail in Function Apps,2023-06-30 15:48:23,2023-06-30 18:36:16,0.11658564814814815,2.7980555555555555,167.88333333333333
microsoft/autogen,3821,Fix code scanning alert - Weak hashes,2024-10-17 14:45:16,2024-10-17 17:33:20,0.11671296296296296,2.801111111111111,168.06666666666666
deepset-ai/haystack,4230,`documents` get overridden by `Shaper`,2023-02-22 10:48:17,2023-02-22 13:37:01,0.11717592592592592,2.812222222222222,168.73333333333332
microsoft/autogen,3820,Fix code scanning alert - Weak hashes,2024-10-17 14:44:20,2024-10-17 17:33:20,0.11736111111111111,2.816666666666667,169.0
microsoft/autogen,3819,Fix code scanning alert - Weak hashes,2024-10-17 14:42:50,2024-10-17 17:33:20,0.11840277777777777,2.841666666666667,170.5
microsoft/autogen,3818,Fix code scanning alert - Weak hashes,2024-10-17 14:42:09,2024-10-17 17:33:21,0.11888888888888889,2.8533333333333335,171.2
microsoft/autogen,6577,incomplete incorrect instructions,2025-05-22 16:45:31,2025-05-22 19:36:57,0.11905092592592592,2.857222222222222,171.43333333333334
run-llama/llama_index,9386,[Bug]: Wrong type of returned value for HuggingFaceInferenceAPIEmbedding::_async_embed_single,2023-12-08 00:13:17,2023-12-08 03:04:46,0.11908564814814815,2.8580555555555556,171.48333333333332
run-llama/llama_index,14960,[Bug]: BM25Retriever __init__ is using wrong stemmer,2024-07-25 13:42:31,2024-07-25 16:36:33,0.12085648148148148,2.9005555555555556,174.03333333333333
microsoft/autogen,775,@thinkall would you like to update line 98-100 about the version supported for retrievechat?,2023-11-27 02:09:52,2023-11-27 05:04:51,0.12151620370370371,2.9163888888888887,174.98333333333332
run-llama/llama_index,13025,[Bug]: return_direct not working with openai agent,2024-04-22 15:04:47,2024-04-22 18:00:23,0.12194444444444444,2.9266666666666667,175.6
langchain-ai/langchain,26895,"`trim_messages` causes an IndexError when invoked with `strategy=""last""`, `include_system=True`, and empty messages",2024-09-26 12:33:08,2024-09-26 15:30:00,0.12282407407407407,2.9477777777777776,176.86666666666667
run-llama/llama_index,17629,[Bug]: WorkflowRuntimeError: Error in step 'run_agent_step': cannot access local variable 'r' where it is not associated with a value,2025-01-25 19:09:44,2025-01-25 22:07:33,0.1234837962962963,2.963611111111111,177.81666666666666
langchain-ai/langchain,4142,ImportError: cannot import name 'CursorResult' from 'sqlalchemy',2023-05-05 00:47:24,2023-05-05 03:46:39,0.12447916666666667,2.9875,179.25
run-llama/llama_index,16333,[Feature Request]: Adding More Lenguage support for bm25 algorithm,2024-10-02 14:36:16,2024-10-02 17:36:16,0.125,3.0,180.0
run-llama/llama_index,11426,[Documentation]: Fix Incorrect Variable Name in Earnings Transcript Reader Docs,2024-02-27 11:49:52,2024-02-27 14:52:07,0.1265625,3.0375,182.25
run-llama/llama_index,9052,[Question]: Is there a good reason for CustomQueryEngine custom_query method to not be able to return StreamingResponse?,2023-11-21 13:30:42,2023-11-21 16:33:08,0.1266898148148148,3.0405555555555557,182.43333333333334
microsoft/autogen,6206,AutoGen Studio is **broken** due to a missing message class (LLMCallEventMessage) (v0.5+),2025-04-04 14:22:15,2025-04-04 17:24:57,0.126875,3.045,182.7
deepset-ai/haystack,153,Load sentence transformers model in API,2020-06-16 08:55:18,2020-06-16 11:58:31,0.1272337962962963,3.053611111111111,183.21666666666667
microsoft/semantic-kernel,6106,Python: streaming tool calls with multiple indices are broken,2024-05-02 19:17:49,2024-05-02 22:22:30,0.1282523148148148,3.0780555555555558,184.68333333333334
deepset-ai/haystack,8084,docs: clean up docstrings of InMemoryBM25Retriever,2024-07-25 12:22:54,2024-07-25 15:28:22,0.1287962962962963,3.091111111111111,185.46666666666667
langchain-ai/langchain,3997,Llama-cpp docs loading has CallbackManager error,2023-05-02 20:13:28,2023-05-02 23:20:18,0.12974537037037037,3.113888888888889,186.83333333333334
microsoft/semantic-kernel,1602,Fix HttpClient usage for AI services/connectors,2023-06-20 14:07:22,2023-06-20 17:15:10,0.13041666666666665,3.13,187.8
deepset-ai/haystack,6238,Unpin trio in Docker image build,2023-11-06 09:18:35,2023-11-06 12:26:28,0.13047453703703704,3.131388888888889,187.88333333333333
deepset-ai/haystack,7116,Docstrings - `haystack.components.samplers`,2024-02-26 13:58:18,2024-02-26 17:06:30,0.13069444444444445,3.1366666666666667,188.2
run-llama/llama_index,15932,[Bug]: pydantic error when using HuggingFaceLLM,2024-09-10 00:04:37,2024-09-10 03:14:08,0.1316087962962963,3.158611111111111,189.51666666666668
deepset-ai/haystack,8155,Clean up HuggingFaceLocalChatGenerator docstrings,2024-08-02 09:19:19,2024-08-02 12:30:48,0.13297453703703704,3.191388888888889,191.48333333333332
deepset-ai/haystack,6430,Change the default `DuplicatePolicy` value in `write_documents`,2023-11-28 08:17:47,2023-11-28 11:30:18,0.13369212962962962,3.2086111111111113,192.51666666666668
langchain-ai/langchain,15244,python 3.10 `|` union syntax compatibility,2023-12-28 02:53:57,2023-12-28 06:06:43,0.13386574074074073,3.2127777777777777,192.76666666666668
deepset-ai/haystack,5806,Change `SentenceTransformersTextEmbedder` to non-batch mode,2023-09-14 07:25:23,2023-09-14 10:38:26,0.1340625,3.2175,193.05
langchain-ai/langchain,30724,"Unable to use langchain[anthropic] package for redshift db. BadRequestError: Error code: 400 - {'type': 'error', 'error': {'type': 'invalid_request_error', 'message': 'messages: at least one message is required'}}",2025-04-08 10:28:55,2025-04-08 13:42:51,0.13467592592592592,3.232222222222222,193.93333333333334
run-llama/llama_index,15927,[Bug]: Custom Embeddings Implementation does not work for current llama index verison,2024-09-09 16:10:31,2024-09-09 19:25:43,0.13555555555555557,3.2533333333333334,195.2
letta-ai/letta,1572," if msg.role == ""assistant"" and len(msg.tool_calls) >= 1: TypeError: object of type 'NoneType' has no len()",2024-07-26 17:48:26,2024-07-26 21:04:31,0.1361689814814815,3.2680555555555557,196.08333333333334
microsoft/autogen,3880,Packages are missing `__version__` attribute,2024-10-22 15:03:26,2024-10-22 18:19:41,0.1362847222222222,3.2708333333333335,196.25
microsoft/semantic-kernel,6697,Python: Bug: api_key missing in AzureAISearchSettings,2024-06-13 12:00:09,2024-06-13 15:21:42,0.13996527777777779,3.359166666666667,201.55
microsoft/autogen,6951,Redis Store fails to deserialize CreateResult,2025-08-19 12:00:27,2025-08-19 15:24:21,0.14159722222222224,3.3983333333333334,203.9
run-llama/llama_index,8978,[Bug]: TokenCountingHandler reports incorrect completion token numbers with PydanticProgram,2023-11-17 13:22:41,2023-11-17 16:47:16,0.14207175925925927,3.4097222222222223,204.58333333333334
langchain-ai/langchain,29251,DOC: typo in tool_results_pass_to_model.ipynb (how-to),2025-01-16 12:39:47,2025-01-16 16:05:30,0.1428587962962963,3.428611111111111,205.71666666666667
run-llama/llama_index,10970,[Bug]: Using ResponseMode.NO_TEXT triggers an OpenAI error even when an LLM passed.,2024-02-19 12:48:48,2024-02-19 16:14:35,0.1429050925925926,3.4297222222222223,205.78333333333333
run-llama/llama_index,13868,[Bug]: Package `llama_index.core.bridge.langchain` has an orphan reference to ChatFireworks,2024-05-31 15:04:36,2024-05-31 18:30:46,0.1431712962962963,3.436111111111111,206.16666666666666
run-llama/llama_index,19116,"[Bug]: Passing ""alias"" to MilvusVectorStore constructor throws error: Connections.connect() got multiple values for argument 'alias'",2025-06-17 21:24:08,2025-06-18 00:51:01,0.1436689814814815,3.4480555555555554,206.88333333333333
microsoft/semantic-kernel,1653,Persisting plan as new Function for AI (Importing a plan object as a registered function),2023-06-21 20:38:37,2023-06-22 00:06:00,0.14401620370370372,3.4563888888888887,207.38333333333333
deepset-ai/haystack,9757,Last good state Snapshot should be returned,2025-09-03 08:19:00,2025-09-03 11:46:34,0.14414351851851853,3.4594444444444443,207.56666666666666
deepset-ai/haystack,5143,PromptNode does't support 16k tokens.,2023-06-14 10:55:56,2023-06-14 14:24:06,0.14456018518518518,3.4694444444444446,208.16666666666666
letta-ai/letta,487,OpenAI API being called in summarizer,2023-11-19 19:25:15,2023-11-19 22:54:13,0.14511574074074074,3.4827777777777778,208.96666666666667
deepset-ai/haystack,951,search_fields not accepting array values in pipelines.yaml for ElasticsearchDocumentStore,2021-04-07 14:20:36,2021-04-07 17:50:50,0.14599537037037036,3.503888888888889,210.23333333333332
run-llama/llama_index,16035,[Bug]: Unnecessary warning in Huggingface LLM when tokenizer is passed as a function argument,2024-09-15 21:38:41,2024-09-16 01:11:05,0.1475,3.54,212.4
run-llama/llama_index,14637,[Bug]: Llamaindex managed Vertex AI index needs to be updated. ,2024-07-08 18:08:54,2024-07-08 21:42:39,0.1484375,3.5625,213.75
run-llama/llama_index,13577,[Bug]: ArxivReader.load_papers_and_abstracts trying to read files from hidden directory.,2024-05-19 00:18:44,2024-05-19 03:54:53,0.15010416666666668,3.6025,216.15
crewAIInc/crewAI,3272,[BUG] Not all tool input displayed in CLI,2025-08-05 11:26:30,2025-08-05 15:05:40,0.15219907407407407,3.6527777777777777,219.16666666666666
run-llama/llama_index,19274,[Bug]: DeprecationWarning: Context.get() is deprecated. Use 'await ctx.store.get()' instead,2025-06-30 19:38:28,2025-06-30 23:18:37,0.15288194444444445,3.6691666666666665,220.15
langchain-ai/langchain,9046,ArxivLoader incorrect results,2023-08-10 15:18:24,2023-08-10 18:59:40,0.1536574074074074,3.687777777777778,221.26666666666668
run-llama/llama_index,10969,[Bug]: Cannot create a KnowledgeGraphQueryEngine from Neo4jGraphStore,2024-02-19 12:32:08,2024-02-19 16:14:34,0.1544675925925926,3.707222222222222,222.43333333333334
run-llama/llama_index,9774,[Bug]: Incorrect Default Service Context Handling in Service Initialization in DatasetGenerator and RagDatasetGenerator,2023-12-31 18:37:05,2023-12-31 22:19:37,0.15453703703703703,3.7088888888888887,222.53333333333333
run-llama/llama_index,18416,[Question]: Is State Duplication in Chat History Across Workflow Iterations Intended?,2025-04-09 19:58:44,2025-04-09 23:42:49,0.15561342592592592,3.734722222222222,224.08333333333334
run-llama/llama_index,16939,[Bug]: BedrockConverse astream_complete not working,2024-11-13 15:06:26,2024-11-13 18:50:39,0.1557060185185185,3.7369444444444446,224.21666666666667
deepset-ai/haystack,7620,SASEvaluator output scores are list of ndarray for bi-encoders but should be list of float,2024-04-30 10:46:39,2024-04-30 14:30:58,0.15577546296296296,3.738611111111111,224.31666666666666
run-llama/llama_index,12274,[Bug]: cannot download any Packs via llamaindex-cli and download_llama_pack,2024-03-26 11:08:17,2024-03-26 14:53:27,0.15636574074074075,3.7527777777777778,225.16666666666666
